participant_id,first_name,last_name,birth_date,address,phone_number,country,institute,occupation,register_time,postal_code,city,github_profile,cleaned_phone_number,team_name,email,birthdate,register_at
f6abbf84-2979-4f07-ac18-f4028bf009ac,Yahya,Damanik,30-Jun-93,"Gang HOS. Cokroaminoto No. 74
Bau-Bau, MA 40721",-1327,Mali,PD Andriani Gunarto (Persero) Tbk,Data Scientist,1617633953,40721,Bau-Bau,https://github.com/yahyadamanik,1327,YD-Mali-PAG(T,yahyadamanik@pag(t.com,1993-06-30,2021-04-05 14:45:53
ff1228c9-cbb8-4c85-abd3-2200ee871599,Natalia,Hartati,3-Oct-92,"Jl. Sukajadi No. 387
Gorontalo, Aceh 40645",-6343,Ghana,Universitas Katolik Widya Manadala,Data Scientist,1617633952,40645,Gorontalo,https://github.com/nataliahartati,6343,NH-Ghana-UKWM,nataliahartati@ukwm.ac.gha,1992-10-03,2021-04-05 14:45:52
511d94e6-ee70-4afe-8516-4df0d7f74698,Karja,Sihombing,14-Feb-98,"Jl. Rajawali Timur No. 0
Batam, Kalimantan Timur 12174",-3980,Uzbekistan,Universitas Muhammadiyah Sumatra Utara,DevOps Engineer,1617633997,12174,Batam,https://github.com/karjasihombing,3980,KS-Uzbekistan-UMSU,karjasihombing@umsu.ac.uzb,1998-02-14,2021-04-05 14:46:37
5bb00c77-c91d-47bc-9dbc-996efcd5b76e,Maria,Utami,30-Oct-02,"Gg. Astana Anyar No. 06
Pagaralam, KT 46071",+62 (447) 608 1087,Botswana,Universitas Negeri Semarang,Business Intelligence Engineer,1617633992,46071,Pagaralam,https://github.com/mariautami,4476081087,MU-Botswana-UNS,mariautami@uns.ac.bot,2002-10-30,2021-04-05 14:46:32
b11b5a7b-654f-4a6a-84be-6c9bfc116c94,Kalim,Simbolon,19-May-95,"Jalan Cikapayang No. 703
Tidore Kepulauan, Maluku 29328",(093) 063-0588,Gambia,PD Nugroho Latupono Tbk,Product Analyst,1617634000,29328,Tidore Kepulauan,https://github.com/kalimsimbolon,930630588,KS-Gambia-PNLT,kalimsimbolon@pnlt.com,1995-05-19,2021-04-05 14:46:40
8f5cc17e-71b5-47a4-b70e-fae7d7a0c46f,Kezia,Wahyuni,20-Nov-92,"Jl. S. Parman No. 8
Kota Administrasi Jakarta Barat, MU 15807",+62 (857) 263-5384,Iran,UD Haryanti Tbk,Business Intelligence Engineer,1617634037,15807,Kota Administrasi Jakarta Barat,https://github.com/keziawahyuni,8572635384,KW-Iran-UHT,keziawahyuni@uht.com,1992-11-20,2021-04-05 14:47:17
407116ef-fb38-432f-b62e-d955d9ca1712,Saiful,Dongoran,1-Sep-92,"Jl. Cempaka No. 83
Tarakan, KU 31450",+62 (631) 363 8240,Sudan Selatan,Universitas Bung Hatta,Data Engineer,1617633950,31450,Tarakan,https://github.com/saifuldongoran,6313638240,SD-Sudan Selatan-UBH,saifuldongoran@ubh.ac.ss,1992-09-01,2021-04-05 14:45:50
17dd1666-818e-4681-bedd-b9f016096c74,Ani,Utami,6-Jan-97,"Gg. Rumah Sakit No. 49
Depok, AC 30846",-7060,Indonesia,Universitas Muhammadiyah Makassar,Data Scientist,1617633981,30846,Depok,https://github.com/aniutami,7060,AU-Indonesia-UMM,aniutami@umm.ac.ind,1997-01-06,2021-04-05 14:46:21
88bede2b-2d5a-45c6-8ade-c1a3289f2728,Heru,Anggriawan,14-Apr-92,"Jl. Tebet Barat Dalam No. 003
Palangkaraya, Bengkulu 80904",083 504 5393,Georgia,Universitas Advent Indonesia,Product Manager,1617633947,80904,Palangkaraya,https://github.com/heruanggriawan,835045393,HA-Georgia-UAI,heruanggriawan@uai.ac.geo,1992-04-14,2021-04-05 14:45:47
3810d4c7-9c7f-4f46-95e6-dd81ff5f9356,Qori,Lestari,8-Oct-98,"Gg. Ir. H. Djuanda No. 36
Solok, Sulawesi Selatan 34188",-3315,Venezuela,UD Namaga Rahimah (Persero) Tbk,Frontend Engineer,1617633974,34188,Solok,https://github.com/qorilestari,3315,QL-Venezuela-UNR(T,qorilestari@unr(t.com,1998-10-08,2021-04-05 14:46:14
540a4551-222c-4508-be21-919bc920f667,Caraka,Damanik,28-Jul-91,"Jalan Sukabumi No. 26
Batu, SG 15858",853316705,Argentina,STMIK AMIKOM Yogyakarta,Mobile Engineer,1617633972,15858,Batu,https://github.com/carakadamanik,853316705,CD-Argentina-SAY,carakadamanik@say.com,1991-07-28,2021-04-05 14:46:12
37f4aed3-5e39-4620-ac1e-6b82f3ea1a8e,Anastasia,Oktaviani,21-Aug-96,"Jl. Kendalsari No. 21
Bau-Bau, Gorontalo 02942",+62 (44) 781 5744,Brunei,UD Prasetya Saragih,DevOps Engineer,1617634024,2942,Bau-Bau,https://github.com/anastasiaoktaviani,447815744,AO-Brunei-UPS,anastasiaoktaviani@ups.com,1996-08-21,2021-04-05 14:47:04
1abb5ace-e2f8-4ac3-90d5-cdd70838ca50,Kusuma,Pradipta,4-Jan-91,"Gang Jamika No. 43
Sorong, Sulawesi Barat 06933",+62 (84) 231-8406,Norwegia,PD Sirait Prakasa,Quality Assurance Engineer,1617633944,6933,Sorong,https://github.com/kusumapradipta,842318406,KP-Norwegia-PSP,kusumapradipta@psp.com,1991-01-04,2021-04-05 14:45:44
80c5fc2b-c315-42d0-9a6f-101314baff32,Rina,Pudjiastuti,4-Dec-01,"Gang W.R. Supratman No. 78
Sorong, Sulawesi Tengah 54632",-7235,Islandia,Universitas Komputer Indonesia,Flutter Engineer,1617634040,54632,Sorong,https://github.com/rinapudjiastuti,7235,RP-Islandia-UKI,rinapudjiastuti@uki.ac.isl,2001-12-04,2021-04-05 14:47:20
83d9dbf8-f13d-4171-989a-8995ec10468e,Cengkal,Habibi,12-Aug-91,"Gg. Stasiun Wonokromo No. 80
Balikpapan, ST 07552",+62 (0748) 975-6355,Ghana,Universitas Proklamasi 45,Quality Assurance Engineer,1617633955,7552,Balikpapan,https://github.com/cengkalhabibi,7489756355,CH-Ghana-UP4,cengkalhabibi@up4.ac.gha,1991-08-12,2021-04-05 14:45:55
f8d019ac-5beb-4855-be29-ecc5c39d4d7f,Wulan,Melani,22-Aug-00,"Jl. Suniaraja No. 8
Kotamobagu, ST 86033",-5221,Rumania,PT Waluyo (Persero) Tbk,Data Analyst,1617633948,86033,Kotamobagu,https://github.com/wulanmelani,5221,WM-Rumania-PW(T,wulanmelani@pw(t.com,2000-08-22,2021-04-05 14:45:48
f26e2057-3968-423f-a948-575e577f8c0d,Daryani,Prayoga,24-Apr-00,"Gang Cihampelas No. 727
Cirebon, SU 28439",+62 (071) 659-1003,Malawi,CV Saputra Tbk,Quality Assurance Engineer,1617633969,28439,Cirebon,https://github.com/daryaniprayoga,716591003,DP-Malawi-CST,daryaniprayoga@cst.com,2000-04-24,2021-04-05 14:46:09
c96ad235-14db-41ec-ad57-11e8898df1da,Jamalia,Namaga,22-Jan-95,"Jl. Dr. Djunjunan No. 457
Cilegon, RI 38972",+62 (0950) 721 1608,Haiti,Universitas 17 Agustus 1945 Semarang,Frontend Engineer,1617633972,38972,Cilegon,https://github.com/jamalianamaga,9507211608,JN-Haiti-U1A1S,jamalianamaga@u1a1s.ac.hai,1995-01-22,2021-04-05 14:46:12
0effee30-7b9a-42b4-bc99-0bd9b10324b2,Bahuraksa,Wibisono,6-Apr-01,"Jalan Kebonjati No. 057
Batu, Aceh 04577",(0936) 648 4361,Kosta Rika,Universitas Indonesia,Frontend Engineer,1617634008,4577,Batu,https://github.com/bahuraksawibisono,9366484361,BW-Kosta Rika-UI,bahuraksawibisono@ui.ac.kr,2001-04-06,2021-04-05 14:46:48
946d62f5-e7c0-45b2-a1c5-8253f42ca4b1,Rini,Rahmawati,21-Nov-02,"Jl. Monginsidi No. 9
Cimahi, LA 67061",+62 (297) 924 9610,Pantai Gading,CV Rahayu,Quality Assurance Engineer,1617633978,67061,Cimahi,https://github.com/rinirahmawati,2979249610,RR-Pantai Gading-CR,rinirahmawati@cr.com,2002-11-21,2021-04-05 14:46:18
4520ed4a-c236-40f2-952b-44cfdeaf6ec2,Hasan,Winarno,23-Nov-97,"Gang Rumah Sakit No. 98
Palembang, JB 01635",+62 (918) 452 3564,Luksemburg,CV Sudiati Maryati,Product Manager,1617634012,1635,Palembang,https://github.com/hasanwinarno,9184523564,HW-Luksemburg-CSM,hasanwinarno@csm.com,1997-11-23,2021-04-05 14:46:52
87d7f970-d6ee-4e07-bc6b-dddb0fef2e09,Padma,Yulianti,1-Aug-97,"Gg. H.J Maemunah No. 063
Solok, SS 84962",+62 (26) 633-0605,Gabon,UD Latupono (Persero) Tbk,Flutter Engineer,1617633993,84962,Solok,https://github.com/padmayulianti,266330605,PY-Gabon-UL(T,padmayulianti@ul(t.com,1997-08-01,2021-04-05 14:46:33
179486b4-bd76-4f48-a82d-11815cec6bf3,Galih,Mahendra,20-May-95,"Gg. Ciumbuleuit No. 230
Bandung, KI 24402",+62 (093) 971-6807,Amerika Serikat,PT Pradipta Pradana,Business Intelligence Engineer,1617633941,24402,Bandung,https://github.com/galihmahendra,939716807,GM-Amerika Serikat-PPP,galihmahendra@ppp.com,1995-05-20,2021-04-05 14:45:41
f24b2b33-a38a-41dd-baa5-1cef43d3edf4,Ghaliyati,Rahmawati,6-Feb-00,"Jalan Medokan Ayu No. 802
Malang, PA 32532",+62 (38) 658-6151,Guinea Khatulistiwa,Universitas Lancang Kuning,Business Analyst,1617634002,32532,Malang,https://github.com/ghaliyatirahmawati,386586151,GR-Guinea Khatulistiwa-ULK,ghaliyatirahmawati@ulk.ac.gk,2000-02-06,2021-04-05 14:46:42
4cc67bea-bc27-454b-9984-f9cafcaefa5c,Dasa,Setiawan,30-May-01,"Jl. Dipenogoro No. 7
Langsa, DKI Jakarta 16268",+62 (39) 750-8614,Senegal,Perum Nasyidah,Fullstack Engineer,1617633989,16268,Langsa,https://github.com/dasasetiawan,397508614,DS-Senegal-PN,dasasetiawan@pn.com,2001-05-30,2021-04-05 14:46:29
ee6893d5-2df5-4d23-8297-c55b199c369b,Ika,Mulyani,4-Jan-98,"Jl. R.E Martadinata No. 86
Batam, NB 13230",-2722,Kepulauan Marshall,PD Pangestu (Persero) Tbk,Data Analyst,1617634007,13230,Batam,https://github.com/ikamulyani,2722,IM-Kepulauan Marshall-PP(T,ikamulyani@pp(t.com,1998-01-04,2021-04-05 14:46:47
b4e3376e-31dd-4266-9d55-61ed8902b430,Galur,Gunarto,12-Dec-93,"Jl. Pasteur No. 338
Sorong, Nusa Tenggara Timur 33547",-5677,Sri Lanka,PT Pradipta Sihombing Tbk,Flutter Engineer,1617633935,33547,Sorong,https://github.com/galurgunarto,5677,GG-Sri Lanka-PPST,galurgunarto@ppst.com,1993-12-12,2021-04-05 14:45:35
e0255ddf-c4c9-4d59-9f14-a856b8c01941,Salwa,Wastuti,22-Sep-99,"Jl. Laswi No. 228
Pekanbaru, Lampung 71722",868129145,Senegal,STIE Perbanas,Product Manager,1617633951,71722,Pekanbaru,https://github.com/salwawastuti,868129145,SW-Senegal-SP,salwawastuti@sp.com,1999-09-22,2021-04-05 14:45:51
184925b8-11d0-4658-9222-e73df34af2fc,Vino,Hutasoit,24-Aug-94,"Jl. Jakarta No. 88
Bontang, Bengkulu 31407",+62 (0845) 374 2379,Israel,Perum Oktaviani Hutagalung (Persero) Tbk,Fullstack Engineer,1617634006,31407,Bontang,https://github.com/vinohutasoit,8453742379,VH-Israel-POH(T,vinohutasoit@poh(t.com,1994-08-24,2021-04-05 14:46:46
dc2dec34-66df-4814-837c-5bbe343df832,Dalima,Purnawati,12-Jan-93,"Jl. Jamika No. 011
Pangkalpinang, JT 40539",-10886,Azerbaijan,Universitas Bhayangkara Jakarta Raya,Fullstack Engineer,1617633966,40539,Pangkalpinang,https://github.com/dalimapurnawati,10886,DP-Azerbaijan-UBJR,dalimapurnawati@ubjr.ac.aze,1993-01-12,2021-04-05 14:46:06
02d2618e-8730-4d58-8d46-d9c7a4b2bdc2,Harsaya,Dongoran,25-Aug-94,"Gang Rungkut Industri No. 4
Tasikmalaya, Jambi 75208",-3487,Tonga,Universitas Slamet Riyadi Surakarta,Flutter Engineer,1617633953,75208,Tasikmalaya,https://github.com/harsayadongoran,3487,HD-Tonga-USRS,harsayadongoran@usrs.ac.ton,1994-08-25,2021-04-05 14:45:53
db67a694-c4cb-43c1-a581-ba303b1f7d0d,Lidya,Handayani,24-Jun-95,"Gg. Lembong No. 0
Pekalongan, Sulawesi Tenggara 22926",+62 (27) 225-6422,Yordania,Universitas Telkom,Fullstack Engineer,1617634048,22926,Pekalongan,https://github.com/lidyahandayani,272256422,LH-Yordania-UT,lidyahandayani@ut.ac.yor,1995-06-24,2021-04-05 14:47:28
59eac0ca-3757-4fff-9941-2f66846cf1e1,Estiono,Firmansyah,7-Jan-03,"Jalan Jend. Sudirman No. 470
Bontang, Jawa Timur 50141",(019) 546-9284,Azerbaijan,UD Tamba Sitompul,Data Scientist,1617634009,50141,Bontang,https://github.com/estionofirmansyah,195469284,EF-Azerbaijan-UTS,estionofirmansyah@uts.com,2003-01-07,2021-04-05 14:46:49
5961bfa3-af78-404f-b156-c3b7a54e53d3,Novi,Melani,13-Aug-90,"Gang Jakarta No. 79
Bandung, SS 75088",(0439) 279 9624,Kepulauan Marshall,Universitas HKBP Nommensen,Fullstack Engineer,1617633934,75088,Bandung,https://github.com/novimelani,439279904,NM-Kepulauan Marshall-UHN,novimelani@uhn.ac.km,1990-08-13,2021-04-05 14:45:34
d5d019ae-48dd-40c8-bc17-febff8587897,Taufik,Mustofa,19-Nov-94,"Jl. Kutai No. 6
Solok, RI 35183",081 487 2850,Kuwait,Universitas Islam Syekh-Yusuf,Data Analyst,1617633985,35183,Solok,https://github.com/taufikmustofa,814872850,TM-Kuwait-UIS,taufikmustofa@uis.ac.kuw,1994-11-19,2021-04-05 14:46:25
c3f8ed98-c8e4-4fb1-a94f-376c80d2ec8f,Ulva,Laksita,21-Aug-99,"Jalan Medokan Ayu No. 26
Kota Administrasi Jakarta Barat, NB 35427",+62 (0271) 719 9979,Brasil,Politeknik Negeri Bandung,DevOps Engineer,1617634012,35427,Kota Administrasi Jakarta Barat,https://github.com/ulvalaksita,2717199979,UL-Brasil-PNB,ulvalaksita@pnb.com,1999-08-21,2021-04-05 14:46:52
3f4b2514-bdf2-42ae-8881-b08db2778f46,Irsad,Hakim,11-Oct-99,"Gg. Ir. H. Djuanda No. 13
Dumai, RI 72789",(0506) 165 5220,Gabon,Universitas Mulawarman,Business Analyst,1617634014,72789,Dumai,https://github.com/irsadhakim,5061655220,IH-Gabon-UM,irsadhakim@um.ac.gab,1999-10-11,2021-04-05 14:46:54
c716e63c-e8c0-49c0-acad-1b6b7868cc59,Yessi,Pratiwi,4-Mar-92,"Gang Setiabudhi No. 01
Pagaralam, Kepulauan Bangka Belitung 93249",(094) 398 7622,Republik Dominika,Politeknik Negeri Lhokseumawe,Data Analyst,1617633939,93249,Pagaralam,https://github.com/yessipratiwi,94398702,YP-Republik Dominika-PNL,yessipratiwi@pnl.com,1992-03-04,2021-04-05 14:45:39
77930806-d43d-4185-8615-b14c350261b8,Luthfi,Waluyo,7-Mar-96,"Jalan Dipatiukur No. 863
Kupang, Jawa Timur 69261",(078) 382-5300,Venezuela,Universitas Komputer Indonesia,Fullstack Engineer,1617633963,69261,Kupang,https://github.com/luthfiwaluyo,783825300,LW-Venezuela-UKI,luthfiwaluyo@uki.ac.ven,1996-03-07,2021-04-05 14:46:03
0bdbfe58-4916-4ea4-99ee-7f109f68a74d,Ida,Uyainah,12-Jun-94,"Jl. W.R. Supratman No. 445
Banjarmasin, SG 11699",-8525,Haiti,CV Simanjuntak,Business Intelligence Engineer,1617633979,11699,Banjarmasin,https://github.com/idauyainah,8525,IU-Haiti-CS,idauyainah@cs.com,1994-06-12,2021-04-05 14:46:19
fb6b0fb6-d8f6-4545-84d0-0e898618210d,Yahya,Permadi,5-Jun-97,"Gg. PHH. Mustofa No. 34
Ambon, Sumatera Utara 59812",+62 (73) 771 5573,Bosnia dan Herzegovina,Perum Padmasari Suryono (Persero) Tbk,Business Intelligence Engineer,1617634026,59812,Ambon,https://github.com/yahyapermadi,737715573,YP-Bosnia dan Herzegovina-PPS(T,yahyapermadi@pps(t.com,1997-06-05,2021-04-05 14:47:06
27cdf719-8d1f-49a3-86a6-9284474266da,Nilam,Anggraini,1-Jan-93,"Jl. Pelajar Pejuang No. 9
Depok, JA 64178",087 823 0844,Saint Lucia,Universitas Paramadina Mulya,Data Scientist,1617634035,64178,Depok,https://github.com/nilamanggraini,878230844,NA-Saint Lucia-UPM,nilamanggraini@upm.ac.sl,1993-01-01,2021-04-05 14:47:15
2ec047fd-42ef-45d4-b749-14656a5623b1,Kemal,Saragih,30-Aug-02,"Jalan Pelajar Pejuang No. 57
Solok, Papua Barat 18968",-5924,Republik Rakyat Tiongkok,Universitas Komputer Indonesia,Mobile Engineer,1617634030,18968,Solok,https://github.com/kemalsaragih,5924,KS-Republik Rakyat Tiongkok-UKI,kemalsaragih@uki.ac.rrt,2002-08-30,2021-04-05 14:47:10
b79c3e04-6eab-4702-8f5d-9e87f49e461c,Eli,Usamah,1-Feb-93,"Jalan Cikapayang No. 5
Banjarmasin, LA 85663",+62 (0990) 531-2462,Filipina,Perum Santoso Tbk,Business Analyst,1617634027,85663,Banjarmasin,https://github.com/eliusamah,990531240,EU-Filipina-PST,eliusamah@pst.com,1993-02-01,2021-04-05 14:47:07
cedcf3de-1f30-49bb-ae2a-4731026786c2,Edi,Hakim,11-Jun-97,"Gg. Jamika No. 9
Kediri, Riau 12988",+62 (0062) 432-5711,Zimbabwe,Perum Hariyah Kuswoyo Tbk,Product Analyst,1617634004,12988,Kediri,https://github.com/edihakim,4325711,EH-Zimbabwe-PHKT,edihakim@phkt.com,1997-06-11,2021-04-05 14:46:44
47bcbc9f-c823-4399-a36c-d81fdf7b4537,Belinda,Hastuti,5-Jul-00,"Jalan Stasiun Wonokromo No. 487
Probolinggo, Sulawesi Tenggara 54800",(047) 807-4147,Maroko,Universitas Ngurah Rai,Business Intelligence Engineer,1617633994,54800,Probolinggo,https://github.com/belindahastuti,478074147,BH-Maroko-UNR,belindahastuti@unr.ac.mar,2000-07-05,2021-04-05 14:46:34
f4543f87-e235-4dd1-83c4-f9b18d33cbd4,Aditya,Sihombing,3-Oct-96,"Jalan KH Amin Jasuta No. 8
Kota Administrasi Jakarta Timur, BE 07388",-1007,San Marino,PD Habibi Hardiansyah (Persero) Tbk,Product Manager,1617633933,7388,Kota Administrasi Jakarta Timur,https://github.com/adityasihombing,1007,AS-San Marino-PHH(T,adityasihombing@phh(t.com,1996-10-03,2021-04-05 14:45:33
d9380df9-5ade-4d6c-b8d5-742b44827af6,Nova,Prastuti,21-Oct-02,"Jalan Erlangga No. 5
Padangpanjang, Jambi 69738",+62 (0619) 421 7179,Rumania,Universitas Lambung Mangkurat,Backend Engineer,1617633937,69738,Padangpanjang,https://github.com/novaprastuti,6194217179,NP-Rumania-ULM,novaprastuti@ulm.ac.rum,2002-10-21,2021-04-05 14:45:37
3c5e4dec-da98-46a6-9d37-9967cca0307a,Tri,Kusumo,1-Jan-99,"Jalan Moch. Ramdan No. 585
Kotamobagu, Nusa Tenggara Barat 08084",(0668) 210-4142,Namibia,Universitas Islam Indonesia,Quality Assurance Engineer,1617634029,8084,Kotamobagu,https://github.com/trikusumo,6682104142,TK-Namibia-UII,trikusumo@uii.ac.nam,1999-01-01,2021-04-05 14:47:09
af6a73f2-78b3-437a-bff0-c440e470dae0,Sari,Anggraini,11-Dec-90,"Jl. Gedebage Selatan No. 62
Tebingtinggi, JK 13363",+62 (0398) 906-9122,Belarus,Universitas Advent Indonesia,Product Manager,1617634026,13363,Tebingtinggi,https://github.com/sarianggraini,3989069122,SA-Belarus-UAI,sarianggraini@uai.ac.bel,1990-12-11,2021-04-05 14:47:06
231588bc-63ec-43ea-a001-ff7502329fa1,Jinawi,Marpaung,18-Mar-00,"Jl. Jakarta No. 0
Purwokerto, KI 98813",+62 (55) 763 1668,Tajikistan,CV Pratiwi,Flutter Engineer,1617634047,98813,Purwokerto,https://github.com/jinawimarpaung,557631668,JM-Tajikistan-CP,jinawimarpaung@cp.com,2000-03-18,2021-04-05 14:47:27
388ea007-6872-408e-a12e-b61015d9655f,Wani,Suartini,4-Sep-01,"Gg. Bangka Raya No. 3
Bekasi, Kalimantan Timur 48373",+62 (875) 230-6172,Bangladesh,PD Hidayat,Data Engineer,1617634011,48373,Bekasi,https://github.com/wanisuartini,8752306172,WS-Bangladesh-PH,wanisuartini@ph.com,2001-09-04,2021-04-05 14:46:51
d8f72641-bf1b-46c1-b639-aea5164c0bc9,Jatmiko,Pradipta,12-Apr-98,"Gang Kutai No. 08
Kupang, BB 31214",+62 (0536) 237-7409,Ukraina,PT Uwais Melani (Persero) Tbk,Data Analyst,1617633995,31214,Kupang,https://github.com/jatmikopradipta,5362377409,JP-Ukraina-PUM(T,jatmikopradipta@pum(t.com,1998-04-12,2021-04-05 14:46:35
e23a3455-4296-4a92-b07b-7ad210c1fb0b,Raina,Puspita,16-Sep-02,"Jl. Pasirkoja No. 21
Tual, JK 93932",+62 (62) 749 3982,Serbia,Perum Waluyo Narpati Tbk,Business Intelligence Engineer,1617633941,93932,Tual,https://github.com/rainapuspita,7493982,RP-Serbia-PWNT,rainapuspita@pwnt.com,2002-09-16,2021-04-05 14:45:41
60aaa4c0-af67-48d0-a2b5-bd3dd414930a,Hendra,Jailani,17-Sep-94,"Jl. Gedebage Selatan No. 47
Yogyakarta, YO 68742",-7968,Bhutan,Perum Haryanto,Business Intelligence Engineer,1617633953,68742,Yogyakarta,https://github.com/hendrajailani,7968,HJ-Bhutan-PH,hendrajailani@ph.com,1994-09-17,2021-04-05 14:45:53
b2bb7f16-bb71-44a1-8741-b12ef0291c85,Vera,Lailasari,3-May-02,"Gg. Sentot Alibasa No. 099
Kota Administrasi Jakarta Barat, YO 58523",-5169,Tonga,Politeknik Negeri Lhokseumawe,DevOps Engineer,1617633953,58523,Kota Administrasi Jakarta Barat,https://github.com/veralailasari,5169,VL-Tonga-PNL,veralailasari@pnl.com,2002-05-03,2021-04-05 14:45:53
d03ea45a-5242-4701-8a9c-dd5393d44e50,Wisnu,Pranowo,26-Mar-99,"Jalan Antapani Lama No. 318
Salatiga, Sulawesi Selatan 02281",(002) 465 2711,Mongolia,Universitas Muhammadiyah Magelang,DevOps Engineer,1617633979,2281,Salatiga,https://github.com/wisnupranowo,24652711,WP-Mongolia-UMM,wisnupranowo@umm.ac.mon,1999-03-26,2021-04-05 14:46:19
0dd56dba-670e-47fa-a477-9d6a85a2ec33,Maria,Hastuti,3-Oct-92,"Jl. Tebet Barat Dalam No. 559
Tasikmalaya, KB 70123",-7428,Tajikistan,PT Wulandari,Flutter Engineer,1617633991,70123,Tasikmalaya,https://github.com/mariahastuti,7428,MH-Tajikistan-PW,mariahastuti@pw.com,1992-10-03,2021-04-05 14:46:31
